Country Code,IMF Country Code,Country,Indicator Type,Series Name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
NCL,687,New Caledonia,Inflation,Food Consumer Price Inflation,4.3,4.6,3.8,4.3,9.7,13.8,15.4,12,12.3,16.2,10.9,10.1,12,4.4,7.1,12.4,3.9,-4.1,-10.2,1.6,6.6,9.5,-0.2,1.1,44.1,9.1,12.2,5.6,5.6,-5.3,3.1,7.1,4.5,-4.7,-1.5,14.9,-1.82,-0.53,20.36,11.17,0.33,3.43,3.23,4.44,-1.27,0.46,-1.21,0.75,-0.57,-4.59,-0.21,7.47,8.15
NER,692,Niger,Inflation,Food Consumer Price Inflation,4.3,4.6,3.8,4.3,9.7,13.8,15.4,12,12.3,16.2,10.9,10.1,12,4.4,7.1,12.4,3.9,-4.1,-10.2,1.6,6.6,9.5,-0.2,1.1,44.1,9.1,12.2,5.6,5.6,-5.3,3.1,7.1,4.5,-4.7,-1.5,14.9,-1.82,-0.53,20.36,11.17,0.33,3.43,3.23,4.44,-1.27,0.46,-1.21,0.75,-0.57,-4.59,-0.21,7.47,8.15
NGA,694,Nigeria,Inflation,Food Consumer Price Inflation,23.6,26.2,1.5,-2.3,19.9,42.9,22.7,18.6,17.5,8.4,7.1,26.1,8.9,23.2,42.9,3.9,0.1,17.8,54.1,52.6,3.7,11.9,46.5,57.9,46.8,72.1,30.14,11.52,3.64,1.1,2.77,28.58,13.9,6.4,14.45,22.78,5.58,2.13,15.92,14.7,14.86,10.19,11.18,9.51,9.45,9.86,14.83,19.45,14.32,13.68,16.08,20.3,20.06
NIC,278,Nicaragua,Inflation,Food Consumer Price Inflation,,,,,13.1,7.7,1.1,14.8,3.6,63.3,49.1,29,29.1,41.4,41.6,246.8,887,990.7,,3947.9,7296.6,2751.2,22.9,11.5,7.8,12,11.4,9.1,14.3,5.4,5,8.6,3.2,4.3,10.7,11.5,9.1,17.2,29.4,2.4,4.5,9.11,8.6,9.39,7.87,4.74,1.52,0.58,4.18,4.58,5.13,6.38,15.64
NLD,138,Netherlands,Inflation,Food Consumer Price Inflation,8,4.67,6.59,7.93,7.12,8.05,9.74,5.59,0.37,2.19,4.38,5.7,5.71,0.17,3.22,0.3,-1.24,-2.05,0.22,1.13,2.21,3.4,1.77,-0.31,1.87,0.38,-0.12,1.63,2.34,1.31,0.08,7.04,3.28,1.11,-3.47,-1.29,1.64,1.03,5.63,1.08,-0.08,2.21,2.02,2.41,-0.06,0.65,0.95,2.66,0.79,4.05,1.9,-0.21,10.15
NOR,142,Norway,Inflation,Food Consumer Price Inflation,13.1,6,7,7,8.2,15.3,10.1,8.5,5.8,4.1,8.66,16.75,13.91,7.92,6.91,6.43,9.2,7.59,6.36,2.81,3.41,1.84,1.63,-0.96,1.4,1.57,1.56,3.37,4.8,2.85,1.9,-1.91,-1.71,3.36,1.81,1.6,1.39,2.71,4.21,4.18,0.21,-0.09,1.21,1.05,3.09,2.89,2.58,0.01,2.53,1.07,3.27,-2.03,6.1
NPL,558,Nepal,Inflation,Food Consumer Price Inflation,-4,-4,9.9,11.7,18.1,4.9,-7.8,12.3,8.4,1.6,17,10.7,12.9,13.6,0.3,6.8,22.7,12.4,8.1,10.4,7.1,19.6,16.1,6,8.2,7.7,10.3,5.2,15.4,7.7,-2.7,1.3,3,5.4,2.5,6.6,7.3,8.1,13.8,17.2,,,,,,,,2.57,2.76,5.63,7.22,4.08,7.23
NZL,196,New Zealand,Inflation,Food Consumer Price Inflation,9.1,9.12,4.77,11.23,11.53,10.59,18.55,17,10.74,17.27,20.46,16.77,12.37,4.03,5.22,14.4,10.23,11.9,5.78,9.09,7.39,0.32,-0.14,1.22,-0.67,1.13,1.33,2.22,3.55,0.91,1.09,6.67,2.91,-0.44,0.36,1.24,2.98,3.98,8.44,6.05,0.95,5.2,-0.72,0.43,0.31,-0.06,-0.6,2.17,-0.24,1.08,3.18,1.76,7.6
OMN,449,Oman,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,8.3,0.7,1.6,1.4,-0.4,3.1,-0.7,-1.6,-1,1.7,2.7,0.5,-0.3,-0.2,-1.3,-0.6,0.14,1.12,1.28,4.45,6.31,10.98,22.68,0,1.77,4.6,2.17,2.76,1.74,-0.81,-1.17,0.55,-0.7,1.21,1.25,0.83,5.24
PAK,564,Pakistan,Inflation,Food Consumer Price Inflation,7.4,5.2,12,30,26.9,21.6,5.9,12,5.7,5.8,6.9,12.6,1.1,5.8,6.6,4.8,2.6,6,11.7,8.7,8.6,10.6,10.8,10.5,14.2,14.4,9.3,12,5.7,3.9,3.2,1.8,2.5,2.5,10.7,9.9,8.5,10.8,27.6,13.3,17.02,14.56,8.48,8.17,5.79,0.55,2.46,3.29,2.19,11.63,15.38,10.51,22.68
PAN,283,Panama,Inflation,Food Consumer Price Inflation,3,2.5,4.5,9.8,22.8,6.8,1.4,3,6.2,10.2,12.6,9,6,2.3,1.5,0.3,0.4,2.6,1.1,-0.4,1.3,2.4,3.5,0.3,1.5,0.5,0.7,0.7,0.4,-0.1,0.7,-0.4,-0.6,1.2,1.3,4.2,1.31,6.72,14.93,5.77,2.87,5.91,8.08,5.75,3.04,-1.69,1.47,-0.54,-0.64,0.49,-0.82,1.64,3.38
PER,293,Peru,Inflation,Food Consumer Price Inflation,5.8,7.2,7.7,9.8,18.7,32.9,32,40.6,59.4,74.2,58.8,76.4,52.9,125.7,106.3,149.9,85.1,65.6,545.2,2765,7002.2,346.8,71.4,49.3,18.2,9.4,12.2,7.1,8.3,-0.3,0.8,0.5,-0.3,0.8,5.6,0.9,2.4,2.5,9.2,4.2,3.69,3.75,4.17,3.19,3.81,4.58,4.1,0.31,-0.37,1.7,1.89,4.68,
PHL,566,Philippines,Inflation,Food Consumer Price Inflation,33.4,33.4,18,15.9,32.7,5.4,10.3,9.7,6.2,14.9,14.9,17.9,6.8,4.6,50.8,23.4,-1.6,3.8,10,13.2,11.6,15.5,7,5.7,7.9,7.94,10.51,2.92,8.17,4.47,3.08,3.62,2.01,0.99,6.01,6.34,5.18,3.72,12.94,6.27,3.98,5.48,2.59,2.53,5.77,1.89,1.58,3.05,6.85,2.06,2.73,4.56,5.47
PNG,853,Papua New Guinea,Inflation,Food Consumer Price Inflation,1.4,4.1,6.8,9.9,32.8,7.2,5.4,3.6,4.4,5.2,14.3,8.7,4.9,5,7.2,3.9,2.5,2.4,3.9,3.9,9.6,7.8,3.3,2.4,1.9,18,13.8,6.4,13.4,17,13.6,9.6,17.1,13.3,0.5,3.5,5.3,0.6,16.6,7.2,5.4,-0.54,-1.06,-1.72,4.9,4.86,5.07,2.83,0.81,3.01,2.23,4.36,5.68
POL,964,Poland,Inflation,Food Consumer Price Inflation,2.2,1.9,-0.1,1,10,0.9,3.4,5.1,10.3,8.1,10.7,30.1,126.3,20.3,13.4,11.8,15,23.2,54.5,300.8,533.3,51,36.8,32.5,32.6,27.2,17.74,12.39,7.01,1.71,9.71,4.65,-0.66,-1.19,6.2,2.17,0.63,4.5,5.67,4.56,2.76,5.11,4.11,1.94,-0.92,-1.63,0.89,4.35,2.56,4.85,4.73,3.18,14.81
PRT,182,Portugal,Inflation,Food Consumer Price Inflation,4.9,8.73,10.15,8.33,33.15,23.31,21.61,35.8,18.72,26.92,15.82,19.47,24.83,26.42,32.1,17.62,8.49,8.58,7.62,10.46,14.05,7.83,6.03,0.92,3.69,2.72,2.03,0.16,3.74,2.17,2.12,6.47,1.53,2.31,1.12,-0.57,2.69,2.45,3.72,-3.44,-0.24,2.1,3.2,1.94,-1.34,1.01,0.49,1.53,0.74,0.32,2.09,0.74,12.33
PRY,288,Paraguay,Inflation,Food Consumer Price Inflation,-1.9,8.5,11,21.8,24.7,4.6,4.2,11.2,12.9,29.6,18.9,10.4,3.5,17.1,28.9,27.5,43.6,23.8,23.8,20.4,46.4,19.9,14.9,17.2,21.1,14.3,5.2,3.8,11.73,3.12,8.67,4.11,10.89,22.79,7.66,5.74,15.67,17.41,15.82,0.6,8.51,13.33,-1.89,3.22,6.45,2.95,5.86,5.74,3.9,1.16,1.21,9.22,16.65
QAT,453,Qatar,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,6,4,3.8,1.2,0.8,1.4,1.9,4.2,1.5,6.1,-0.1,-7.2,-5.1,11.1,4.4,-0.6,4.1,-0.1,0.4,-0.2,1.3,-0.4,3.6,3.2,6.9,7.4,19.9,11,2.1,3.46,3.13,2.3,0.23,0.84,-1.85,1.92,-0.05,0.02,0.26,2.67,4.76
ROU,968,Romania,Inflation,Food Consumer Price Inflation,1.1,1.5,0.6,1.2,1.7,0.4,0.6,0.9,0.9,0.8,4,1.6,33.5,9.8,-11.3,1.2,1.3,1.7,2.1,1.6,4.5,198.8,236.93,248.85,136.18,31.72,36.39,151.31,48.49,27.92,43.76,35.95,18.5,14.83,9.56,6.16,3.9,3.9,9.22,3.26,2.34,6.02,1.91,2.96,-1.63,-3.8,-2.58,2.48,3.75,4.7,4.8,2.81,15.73
RUS,922,Russian Federation,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,1589.6,892,301.8,213.3,36.1,12.7,27.3,96.6,17.5,21.7,12.2,11.2,10.3,13.39,9.19,8.8,21.12,11.61,6.59,10.86,3.29,6.15,9.96,20.99,5.76,2.7,1.62,5.05,3.9,9.6,12.85
RWA,714,Rwanda,Inflation,Food Consumer Price Inflation,7,7,5.6,4.4,32.2,31.4,-3.4,3,16.2,12.7,0.4,-3.8,-1.7,49.6,8.7,0.9,-9.3,7.8,8.4,2.9,5.1,13.6,7,14.5,14.5,14.5,4.2,23.9,8.9,-14.7,0.9,6,-1.2,13.8,18.9,10.1,9.92,7.83,16.32,16.25,1.66,6.54,12.41,5.09,1.17,3.86,10.81,9.45,2.88,3.72,15.4,-4.15,25.02
SAU,456,Saudi Arabia,Inflation,Food Consumer Price Inflation,2.9,2.9,1.7,15.9,17.8,18.6,23.1,21.1,-2.4,3,6.3,5.7,1.4,0.1,0.7,-3.3,-0.8,-1,0.6,2.3,1.8,7.5,3.6,1.7,-1.7,0.3,2.8,2.1,0.2,-3.4,-1.7,0.6,-0.6,2.58,2.76,3,5.34,6.97,14.11,1.96,6.27,5.15,4.44,5.83,1.37,0.64,-1.3,-0.83,6.48,2.07,9,5.39,3.67
SDN,732,Sudan,Inflation,Food Consumer Price Inflation,-0.8,-0.8,10.4,16.4,25.5,28.2,-1.8,18.8,26.4,31.8,28.8,25.2,25.3,35.4,28.8,48,-10.9,79.6,62,68.7,67.8,130.8,97.4,,,,,,,,,,,,,,,,,,,,,,,11.65,13.65,34.92,2.46,62.68,67.73,251.07,142.85
SEN,722,Senegal,Inflation,Food Consumer Price Inflation,4.7,7.7,6.6,7.3,18.4,22.4,7.4,6.2,12.4,12,11.9,12.4,10.8,12.6,9.2,7.2,7.4,2.1,-2.2,0.5,6.3,4.2,2.3,1.4,43.5,3.9,2.8,3.86,4.31,1.85,1.3,4.91,4.76,-0.61,0.75,3.89,1.37,7.27,13.01,-3.24,3.97,6.66,2.48,1.3,-1.86,1.81,3.31,3.74,1.06,0.98,3.3,2.78,13.94
SGP,576,Singapore,Inflation,Food Consumer Price Inflation,2.1,2.29,2.45,33.15,25.69,1.07,-6.06,4.91,4.78,2.81,7.71,9.58,4.99,0.4,1.53,-1.18,-1.49,-0.16,1.39,1.14,0.77,1.58,1.2,0.96,3.54,2.3,2.11,2.03,0.24,0.87,0.53,0.5,0.03,0.6,2.02,1.29,1.55,2.96,7.73,2.27,1.36,3.05,2.33,2.11,2.91,1.93,2.05,1.4,1.44,1.53,1.86,1.6,4.92
SLE,724,Sierra Leone,Inflation,Food Consumer Price Inflation,12.8,-3.9,8.7,8.9,18.7,23.2,17.3,7.3,8.2,16.1,14.2,24.3,30.2,65.6,52.7,79.9,77.5,177.5,34,66.1,113.5,85.5,42,-34.4,34.4,33.3,22.4,6.8,31.8,34.2,-0.3,5.2,-0.8,7.5,7.5,7.3,7.3,11,8.51,8.3,8.59,7.75,6.71,5.68,4.66,8.36,12.57,19.44,17.7,8.81,8.55,16.96,26.77
SLV,253,El Salvador,Inflation,Food Consumer Price Inflation,4.9,0.2,1.1,7.5,17.3,20.5,7,8.7,10.7,14.7,19.7,17.7,10.7,13.4,14.1,18.9,31.8,25.4,29.4,26.9,25.9,17.9,12.8,5.6,5.6,2.8,14.4,4.2,1.6,-1.5,0.3,4.6,1.9,1.9,6.3,6.2,3.1,6.3,12.1,-4.3,1.02,6.94,0.3,2.39,3.19,1.37,-0.56,0.16,0.53,1.16,1.58,2.27,12.17
SRB,942,Serbia,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.08,5.51,2.62,14.71,6.95,7.5,-0.94,1.96,-0.31,3.28,1.86,2.57,2.54,4.45,18.06
STP,716,S?o Tom? and Principe,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6,,,3.7,10.1,9.3,14.9,16.7,26.5,21.7,37.9,21.2,16.42,15.8,12.21,9.45,7.29,4.13,5.62,6.58,8.68,9.81,,,
SUR,366,Suriname,Inflation,Food Consumer Price Inflation,,-2,2.7,22.1,15.9,6.5,9.1,6.5,4.1,12,11.3,8.2,3.3,4.5,1.4,9.8,25.6,79.4,4.6,1.6,29.9,18.7,54.9,163.9,387.4,231.7,-7.3,-0.8,14.4,90.5,65.7,24.3,18.1,,,10.4,4.8,8.4,24.6,,10.3,16.6,,,,,55.95,33.01,8.96,5.24,43.36,61.27,51.96
SVK,936,Slovak Republic,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,0.4,0.2,-0.2,0.1,11,51.92,7.47,20.58,17.16,12.53,4.11,5.68,5.84,2.72,5.25,5.89,1.43,3.38,4.8,-1.37,1.42,3.99,7.67,-3.23,1.61,6.06,4.19,3.51,-0.78,-0.29,-2.78,3.97,3.9,4,2.52,1.83,17.67
SVN,961,Slovenia,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,49.4,36,44.7,53.1,73.3,100,123.1,210.3,1288.9,516,112.3,205.8,25.7,23.1,15.6,9.04,8.6,8.22,3.72,6.08,9.13,7.51,4.46,0.53,-1.01,2.28,8.02,10.02,0.49,0.7,4.39,4.11,3.6,-0.3,0.83,0.92,2.22,2.67,1.6,3.52,-0.2,11.63
SWE,144,Sweden,Inflation,Food Consumer Price Inflation,8.5,9.2,9.08,5.78,6.16,11.8,12.85,14.62,9.53,5.35,11.56,15.02,12.42,11.66,11.65,7.43,7.18,3.09,5.48,5.74,7.2,4.54,-5.14,0.7,1.73,1.43,-6.95,0.38,1.13,1.48,0,2.87,3.25,0.32,-0.44,-0.69,0.76,2.03,6.91,2.89,1.45,1.28,1.48,2.21,0.37,2.33,1.05,2.14,2.37,34.36,2.14,0.41,10.65
SWZ,734,Swaziland,Inflation,Food Consumer Price Inflation,2.1,2.3,1.5,15.6,19.9,11.8,5.6,18.7,8.3,13.5,24.7,24.5,9.2,12,14.4,12.8,11.8,15.4,12.9,12.9,16.5,13.3,11.7,13.4,19.6,20.4,12,12,4.1,4.9,6.7,6.5,21.9,12.2,6.9,8.7,14.7,17.6,18.9,10.23,0.42,5.96,13.11,5.69,6.35,4.15,15.07,7.1,1.95,2.15,,,
SYC,718,Seychelles,Inflation,Food Consumer Price Inflation,18.4,18.4,28.6,23.6,22.1,22.1,16.7,13.8,9.8,4.4,14.7,5.7,1,6.1,4.3,0.9,0.4,3.2,1.7,1.8,4.8,2.5,1.8,2.8,-7.1,-0.4,-2.9,2.2,2.5,-1,1.5,4.9,0.7,9.3,0.8,1.22,6.76,12.51,39,40.83,-3.78,4.22,5.96,6.76,0.51,0.48,0.04,0.34,-0.05,-0.01,10.26,,
SYR,463,Syrian Arab Republic,Inflation,Food Consumer Price Inflation,4,3.8,0,22.1,15.1,18.5,11.3,13,5.1,5.7,19.2,19.4,14.6,4.2,6.6,18.9,41.8,63.7,31.6,12,19,6,6.6,12.4,14.2,6.9,9,2.4,-2.3,-4,-2,0.2,-0.6,,5.2,8.6,12.7,9.1,20.7,0.3,4.7,,,,,,,,,,,,
TCD,628,Chad,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,40.67,5.85,13.75,7.42,4.27,-11.9,7.82,18.67,6.21,-2.56,-5.36,11.38,-1.98,-11.07,16.32,9.3,-3.82,1.65,12.34,-1.62,2.52,2.47,-2.71,-3.72,-1.86,-5.39,9.44,-1.63,5.93
TGO,742,Togo,Inflation,Food Consumer Price Inflation,3.9,10.4,7.8,2.1,12.3,23.9,17.6,26.8,-8.6,6.9,12.9,25.8,13.5,11.3,-10.3,-8.2,4.1,-0.9,14.7,-17.7,1.9,-4.2,3.1,-0.4,31.7,27.8,5.8,14.2,-3,-5,-3.4,5.2,3.9,-5.7,-1.2,1.83,2.47,3.89,5.67,9.5,-0.34,1.15,3.37,0.57,-4.35,5.88,3.15,-4.15,0.31,-0.52,3.39,9.83,12.07
THA,578,Thailand,Inflation,Food Consumer Price Inflation,0.2,0.6,6.4,14.4,28.5,4,5.5,9.38,8.68,9.17,19.47,10.78,2.8,4.95,-1.17,-2.4,0.59,2.18,5.14,8.35,7.82,7.07,4.46,2.23,6.88,8.1,8.89,6.97,9.3,-0.83,-1.12,0.65,0.44,3.69,4.52,4.95,4.56,4.04,11.59,4.4,5.44,7.96,4.85,3.41,3.94,1.13,1.61,0,0.41,2.31,1.23,-0.13,6.49
TJK,923,Tajikistan,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,9.24,2.68,,,,
TON,866,Tonga,Inflation,Food Consumer Price Inflation,-2.5,0.9,9.5,30.9,16.9,7.4,3.3,18,13,2.5,21.8,20.9,14.9,9.7,-6.4,18.9,25.5,3.5,10,-1.3,7.6,6.3,12.3,-3.9,-0.8,3.1,7.3,3.1,6.2,5.4,0.3,11.8,16.8,9.6,9.1,6,2.94,7.35,7.69,7.85,2.98,6.57,1.47,1.86,3.65,1.86,1.33,8.6,9.1,1.73,1.9,7.24,10.24
TTO,369,Trinidad and Tobago,Inflation,Food Consumer Price Inflation,4.3,4.6,11.5,19,30,16.9,11.9,6.9,9.1,13.8,19.3,16.6,13.6,5,10,8.5,10.6,19.4,12.8,22.5,17.1,6.1,8.65,18.89,17.6,16.82,10.09,10.2,14.95,8.62,8.31,14.03,10.12,13.65,12.88,22.99,23.13,17.45,25.9,12.68,22.07,10.47,19.09,8.73,10.04,8.56,7.47,2.92,1.12,0.57,2.8,4.4,9.04
TUN,744,Tunisia,Inflation,Food Consumer Price Inflation,10.2,10.2,1.9,7.3,0,0.8,16.5,4.7,6.2,9.3,13.6,8.9,13.3,8,9.7,9.2,5.8,6.5,7.9,8.4,6.9,8.5,4.3,2.7,4.3,8.3,3.8,4.2,2.7,2.3,4.6,2,4,3.4,4.9,0.1,5.4,2.8,6.2,4.3,9.39,4.58,7.03,7.18,4.95,4.51,2.72,5.63,7.25,6.87,4.66,6.34,9.72
TUR,186,Turkey,Inflation,Food Consumer Price Inflation,7.8,13.23,13.19,23.73,15.63,26.82,19.9,29.56,44.31,55.12,107.74,35.91,31.23,26.95,62.39,37.88,27.16,43.03,70.83,69.29,64.35,67.11,71.34,63.51,111.87,96.8,71.61,90.92,84.48,47.55,46.63,49.08,49.58,22.66,6.81,4.93,9.7,12.42,12.79,8.02,10.58,6.24,8.41,9.1,12.62,11.15,5.79,12.7,17.96,19.54,13.85,24.28,85.17
TZA,738,Tanzania,Inflation,Food Consumer Price Inflation,2.2,5.8,9.1,11.4,35.3,30.6,-0.2,13.9,13.6,11,27.2,23.5,32.8,27.2,37.8,29.2,34.8,30.6,34.8,30.2,35,31.9,21.2,22.8,32.4,33.4,20.4,17.5,14.7,8.8,6.8,6.1,4.1,6.53,8.24,4.74,7,7.01,12.65,17.53,7.64,15.97,20.59,8.47,7.43,8.41,7.5,9.12,2.96,2.86,4.79,4.26,6.87
UGA,746,Uganda,Inflation,Food Consumer Price Inflation,13.2,24.7,-5.5,18.6,75.5,23.5,62,79.5,,,,,,38.5,41.8,174.8,128.4,197,197.1,,19.2,23.9,65.3,-4,15.9,4.6,6.6,18.1,-2,6.9,1,-0.66,3.24,-0.21,-3.07,-6.87,5.94,2.66,19.85,25.25,2.66,29.26,13.61,2.25,3.82,7.43,5.53,10.1,-1.19,-0.2,1.76,0.67,12.64
UKR,926,Ukraine,Inflation,Food Consumer Price Inflation,0,0.4,0.2,0.1,0.5,0.1,-0.1,0,1.1,0.6,0.9,1.2,2.9,1,-0.2,1.8,4.7,4.7,-0.1,0.6,,,,5414.1,799.2,355.9,58.3,11.6,11.8,27.8,34.5,14.4,0,6.2,11.3,16.6,5.31,9.64,35.68,11.94,10.88,6.42,-2.13,-2.16,12.05,45.92,8.96,12.88,11.15,8,2.74,10.79,25.26
URY,298,Uruguay,Inflation,Food Consumer Price Inflation,11.7,24.5,93.8,,72.5,70.9,47.6,64,44.5,70.9,57.9,25.6,11.7,54.1,68.8,63,,59.6,57.9,80.6,120.6,85.4,60,51.4,40.6,41.5,23.6,18.4,10.5,2.82,6.27,3.02,15.03,22.53,11.39,3.04,5.64,16.15,13.7,5.2,5.99,9.54,8.39,10.68,10.42,9.47,9.62,2.81,8.34,8.76,13.76,6.8,10.95
USA,111,United States,Inflation,Food Consumer Price Inflation,5.4,3.07,4.13,13.29,13.76,8.44,3.09,5.96,9.77,10.71,8.56,7.77,4.07,2.23,3.76,2.33,3.26,4.07,4.13,5.67,5.76,3.56,1.38,2.09,2.32,2.76,3.25,2.62,2.12,2.15,2.31,3.09,1.84,2.14,3.37,2.43,2.35,3.91,5.37,1.88,0.79,3.58,2.55,1.41,2.31,1.8,0.34,0.88,1.4,0.89,3.51,3.47,11.35
UZB,927,Uzbekistan,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,15.9,14.9,,,14.42,14.9
VCT,364,St. Vincent and the Grenadines,Inflation,Food Consumer Price Inflation,4,4,4.5,21.4,39.6,14.3,11.6,10.5,6.7,12.2,14.4,14.4,5.4,5.4,1.4,-0.6,1.4,3.7,0.6,-0.3,8,9.1,3.7,2.5,0.1,3.3,6.6,-0.4,-2.5,0.5,-1.1,1,0.6,-0.7,4.7,5.4,3.6,7.4,14.7,2.1,1.3,3.52,3.3,2,1.63,-1.21,-0.61,2.47,2.35,0.55,1.66,2.35,
VEN,299,"Venezuela, RB",Inflation,Food Consumer Price Inflation,1.4,3.5,4.9,7.6,12.7,14.7,8.8,12.4,9.3,16.6,33.1,18.5,9.7,7.8,17.2,22.4,19.2,41.5,39.9,125.8,47.2,37.7,30.5,33.3,58.2,59.9,88.1,46.1,38.8,16.9,10.59,16.2,28.31,37.61,33.81,21.14,20.07,26.83,42.82,27.96,32.97,29.92,24.8,54.15,86.73,218.67,217.74,482.7,38386,17710.79,2220,1934.56,193.71
VGB,,British Virgin Islands,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,1.37,1.15,-1,,,,,
VNM,582,Vietnam,Inflation,Food Consumer Price Inflation,35.3,13.8,29.1,47,48.7,,,,,,,,,,,,,,,,,,,,,,6.7,0.6,9.8,4.2,-3.8,-1.4,7.6,2.51,12.52,11.08,8.68,11.23,36.89,8.46,11.41,26.69,7.9,2.69,4,1.48,2.61,-1.08,3.24,4.07,9.44,0.73,1.96
VUT,846,Vanuatu,Inflation,Food Consumer Price Inflation,1.7,8,10.8,7.6,35.6,2.1,1.8,2.8,9.9,1.6,12.5,35.2,1.8,-3.2,1.9,-2.3,5.9,13,11,4.1,1.6,2.7,1,4.4,0.6,4.1,-1.1,0.7,3.3,1.4,2,2.2,0.5,2.2,3.4,-0.5,3.5,3.8,8,7.1,4.6,0.47,1.61,1.5,1.68,3.61,2.25,6.81,4.13,5.4,6.74,4.63,
WSM,862,Samoa,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.01,5.24,1.97,0.69,-3.39,3.28,5.85,1.08,5.71,1.01,-1.42,3.42,16.33
YEM,474,"Yemen, Rep.",Inflation,Food Consumer Price Inflation,6,7.5,4.4,24.4,23,7.7,2.6,1,2,12.1,9.9,5.5,8.9,3.4,1,0.3,0.7,3.6,-0.3,,,39.5,30.5,38.5,60.3,55.9,31,2.9,5.5,10.4,5.3,15.7,4.8,16.7,19,18.8,34.8,18,,2.5,,,,,,,,,,,,,
ZAF,199,South Africa,Inflation,Food Consumer Price Inflation,3.9,5.44,6.88,16.09,14.78,15.29,6.11,11.18,12.57,15.9,19.16,21.69,11.18,11.81,10.94,12.13,20.27,22.74,15.65,11.02,16,19.64,25.25,6.8,13.74,8.74,6.05,9.46,6.16,4.89,7.82,5.38,17.39,8.07,1.88,2,6.1,9.51,15.31,9.53,1.37,7.13,7.15,5.7,7.6,5.12,10.53,6.95,3.58,3.55,4.39,6.1,8.97
ZMB,754,Zambia,Inflation,Food Consumer Price Inflation,6.6,6.6,9.2,7.4,12.1,11.4,22.9,15.5,14.3,6.5,13.3,12.8,24.1,19.8,16.7,36.2,54.5,62.1,62.4,136.3,98.8,89.3,156.2,176,51.1,35.2,42.5,21.4,24.6,22.6,22.6,18.9,27.1,22.1,16.4,18.6,4.9,5.3,13.8,14.2,5.2,4.83,7.01,6.52,7.25,11.08,21.26,5.76,7.14,10.44,16.24,27.71,15.68
ZWE,698,Zimbabwe,Inflation,Food Consumer Price Inflation,3.2,2.5,5,3.4,10.7,8.3,8.9,9.9,11.7,11.3,9.5,13.4,11.4,20.4,20.8,9.1,12.2,15.9,9.8,14.4,18,25,57.5,38.8,25.8,27.6,26.9,17.6,39.4,68,48.9,60.2,135.1,386.4,369.5,223.9,1034.2,7375.3,7375.3,-15.08,3.83,3.99,4.62,1.69,-3.12,-3.34,-3.26,2.5,14.59,86.12,601.02,105.8,63.31
VGB,284,British Virgin Islands,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,1.6,1.1,1.4,-1.8,1,0.8,1,3.2,
NCL,687,New Caledonia,Inflation,Food Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.973843546,1.891303487,0.135193933,1.870761495,1.748052007,1.415588693,-0.19,-2.744,2.920376881,3.04,
